"","Gene","CpG_ratio","status"
"554","Mfran_g3388 ",1.08817,"weakly"
"555","Mfran_g3390 ",0.919766,"weakly"
"556","Mfran_g3392 ",0.716742,"weakly"
"557","Mfran_g3393 ",0.889086,"weakly"
"558","Mfran_g3394 ",0.849884,"weakly"
"559","Mfran_g3395 ",0.915855,"weakly"
"560","Mfran_g3396 ",0.90949,"weakly"
"561","Mfran_g3397 ",0.908515,"weakly"
"562","Mfran_g3398 ",0.526616,"heavily"
"563","Mfran_g3399 ",0.519201,"heavily"
"564","Mfran_g3401 ",0.79168,"weakly"
"565","Mfran_g3403 ",0.573981,"weakly"
"566","Mfran_g3405 ",0.148314,"heavily"
"567","Mfran_g3406 ",0.43393,"heavily"
"568","Mfran_g3408 ",0.546308,"heavily"
"569","Mfran_g3409.1 ",0.432924,"heavily"
"570","Mfran_g3411 ",0.408691,"heavily"
"571","Mfran_g3412 ",0.517323,"heavily"
"572","Mfran_g3415 ",0.319648,"heavily"
"573","Mfran_g3416 ",0.6087,"weakly"
"574","Mfran_g3417 ",0.539685,"heavily"
"575","Mfran_g3419 ",0.369924,"heavily"
"576","Mfran_g3420 ",0.183326,"heavily"
"577","Mfran_g3421 ",0.820179,"weakly"
"578","Mfran_g3422 ",0.906281,"weakly"
"579","Mfran_g3423 ",0.879032,"weakly"
"580","Mfran_g3424 ",0.762081,"weakly"
"581","Mfran_g3425 ",0.709118,"weakly"
"582","Mfran_g3426 ",0.506391,"heavily"
"583","Mfran_g3427 ",0.401764,"heavily"
"584","Mfran_g3428.1 ",0.430326,"heavily"
"585","Mfran_g3430 ",0.788373,"weakly"
"586","Mfran_g3431 ",0.752458,"weakly"
"587","Mfran_g3433.1 ",0.852543,"weakly"
"588","Mfran_g3435.1 ",0.259247,"heavily"
"589","Mfran_g3436 ",0.426017,"heavily"
"590","Mfran_g3437 ",1.00652,"weakly"
"591","Mfran_g3438 ",0.644042,"weakly"
"592","Mfran_g3439 ",0.584302,"weakly"
"593","Mfran_g3440 ",0.556937,"weakly"
"594","Mfran_g3441 ",1.05986,"weakly"
"595","Mfran_g3448.1 ",0.385964,"heavily"
"596","Mfran_g3449 ",0.363882,"heavily"
"597","Mfran_g3450 ",0.352312,"heavily"
"598","Mfran_g3454 ",0.419635,"heavily"
"599","Mfran_g3455c ",0.43,"heavily"
"600","Mfran_g3458 ",0.587586,"weakly"
"601","Mfran_g3459 ",0.173124,"heavily"
"602","Mfran_g3460 ",0.341329,"heavily"
"603","Mfran_g3462.1 ",0.242282,"heavily"
"604","Mfran_g3463 ",0.342463,"heavily"
"605","Mfran_g3464 ",0.794172,"weakly"
"606","Mfran_g3465 ",0.767707,"weakly"
"607","Mfran_g3466 ",1.0185,"weakly"
"608","Mfran_g3467 ",0.799025,"weakly"
"609","Mfran_g3468 ",0.321881,"heavily"
"610","Mfran_g3469 ",0.551123,"weakly"
"611","Mfran_g3479 ",0.768611,"weakly"
"612","Mfran_g3482 ",0.310246,"heavily"
"613","Mfran_g3483 ",0.275884,"heavily"
"614","Mfran_g3484 ",0.894743,"weakly"
"615","Mfran_g3485 ",0.713433,"weakly"
"616","Mfran_g3490 ",0.696649,"weakly"
"617","Mfran_g3492 ",0.672091,"weakly"
"618","Mfran_g3495 ",0.239373,"heavily"
"619","Mfran_g3496 ",0.293946,"heavily"
"620","Mfran_g3497 ",0.447322,"heavily"
"621","Mfran_g3498.1 ",0.457355,"heavily"
"622","Mfran_g3500 ",0.482173,"heavily"
"623","Mfran_g3502.1 ",0.328241,"heavily"
"624","Mfran_g3505 ",0.356787,"heavily"
"625","Mfran_g3506 ",0.358615,"heavily"
"626","Mfran_g3507 ",0.536704,"heavily"
"627","Mfran_g3508 ",0.385144,"heavily"
"628","Mfran_g3509 ",0.65164,"weakly"
"629","Mfran_g3512 ",0.871922,"weakly"
"630","Mfran_g3521 ",0.373734,"heavily"
"631","Mfran_g3526c ",0.366547,"heavily"
"632","Mfran_g3530 ",0.383498,"heavily"
"633","Mfran_g3535 ",0.498464,"heavily"
"634","Mfran_g3537 ",0.312501,"heavily"
"635","Mfran_g3538 ",1.22495,"weakly"
"636","Mfran_g3540 ",0.510222,"heavily"
"637","Mfran_g3541 ",0.471821,"heavily"
"638","Mfran_g3542 ",0.287014,"heavily"
"639","Mfran_g3543 ",0.636399,"weakly"
"640","Mfran_g3544 ",0.86956,"weakly"
"641","Mfran_g3545 ",0.695617,"weakly"
"642","Mfran_g3546 ",0.804649,"weakly"
"643","Mfran_g3548.1 ",0.934733,"weakly"
"644","Mfran_g3550 ",0.591866,"weakly"
"645","Mfran_g3551 ",0.949724,"weakly"
"646","Mfran_g3555.1 ",0.932603,"weakly"
"647","Mfran_g3558 ",0.954088,"weakly"
"648","Mfran_g3562 ",0.846181,"weakly"
"649","Mfran_g3564 ",0.341271,"heavily"
"650","Mfran_g3565.1 ",0.389791,"heavily"
"651","Mfran_g3566 ",0.320948,"heavily"
"652","Mfran_g3567 ",0.353521,"heavily"
"653","Mfran_g3568 ",0.948973,"weakly"
"654","Mfran_g3570.1 ",0.325416,"heavily"
"655","Mfran_g3571 ",0.422948,"heavily"
"656","Mfran_g3572 ",0.639239,"weakly"
"657","Mfran_g3573 ",0.358512,"heavily"
"658","Mfran_g3574 ",0.505842,"heavily"
"659","Mfran_g3575.3 ",0.707233,"weakly"
"660","Mfran_g3576 ",0.951089,"weakly"
"661","Mfran_g3577.1 ",0.525328,"heavily"
"662","Mfran_g3578 ",0.708389,"weakly"
"663","Mfran_g3584 ",0.245803,"heavily"
"664","Mfran_g3585 ",0.834222,"weakly"
"665","Mfran_g3586 ",0.571605,"weakly"
"666","Mfran_g3588 ",0.36665,"heavily"
"667","Mfran_g3589 ",0.48559,"heavily"
"668","Mfran_g3590 ",0.786434,"weakly"
"669","Mfran_g3592 ",0.941612,"weakly"
"670","Mfran_g3593.1 ",0.843724,"weakly"
"671","Mfran_g3594.1 ",0.39935,"heavily"
"672","Mfran_g3595 ",0.314955,"heavily"
"673","Mfran_g3596 ",0.491352,"heavily"
"674","Mfran_g3597.1 ",0.192733,"heavily"
"675","Mfran_g3598 ",0.483972,"heavily"
"676","Mfran_g3601 ",0.847247,"weakly"
"677","Mfran_g3602 ",1.07828,"weakly"
"678","Mfran_g3604 ",0.682257,"weakly"
"679","Mfran_g3608 ",0.278707,"heavily"
"680","Mfran_g3611 ",1.04234,"weakly"
"681","Mfran_g3612 ",1.06513,"weakly"
"682","Mfran_g3613 ",1.09104,"weakly"
"683","Mfran_g3614 ",0.336919,"heavily"
"684","Mfran_g3616 ",0.321943,"heavily"
"685","Mfran_g3618 ",0.352936,"heavily"
"686","Mfran_g3620.1 ",0.340817,"heavily"
"687","Mfran_g3621 ",0.269363,"heavily"
"688","Mfran_g3623 ",0.213862,"heavily"
"689","Mfran_g3624 ",0.459754,"heavily"
"690","Mfran_g3625 ",0.352614,"heavily"
"691","Mfran_g3627 ",0.399582,"heavily"
"692","Mfran_g3628 ",0.365497,"heavily"
"693","Mfran_g3629 ",0.440227,"heavily"
"694","Mfran_g3630.1 ",0.282568,"heavily"
"695","Mfran_g3631.1 ",0.337972,"heavily"
"696","Mfran_g3632 ",0.31618,"heavily"
"697","Mfran_g3633.1 ",0.391807,"heavily"
"698","Mfran_g3634 ",0.204446,"heavily"
"699","Mfran_g3635 ",0.507867,"heavily"
"700","Mfran_g3641 ",1.18794,"weakly"
"701","Mfran_g3642 ",0.281707,"heavily"
"702","Mfran_g3643 ",0.470875,"heavily"
"703","Mfran_g3644 ",0.925651,"weakly"
"704","Mfran_g3646 ",0.604199,"weakly"
"705","Mfran_g3647 ",0.379632,"heavily"
"706","Mfran_g3648 ",0.412197,"heavily"
"707","Mfran_g3649 ",0.792014,"weakly"
"708","Mfran_g3650 ",0.847641,"weakly"
"709","Mfran_g3651 ",0.958833,"weakly"
"710","Mfran_g3652 ",0.597225,"weakly"
"711","Mfran_g3653 ",0.682192,"weakly"
"712","Mfran_g3654 ",0.41582,"heavily"
"713","Mfran_g3656 ",0.411254,"heavily"
"714","Mfran_g3657 ",0.356137,"heavily"
"715","Mfran_g3658.1 ",0.469691,"heavily"
"716","Mfran_g3659 ",0.700782,"weakly"
"717","Mfran_g3660 ",0.522854,"heavily"
"718","Mfran_g3662 ",0.287728,"heavily"
"719","Mfran_g3663 ",0.457535,"heavily"
"720","Mfran_g3667 ",0.819501,"weakly"
"721","Mfran_g3670.1 ",0.33061,"heavily"
"722","Mfran_g3671 ",0.941343,"weakly"
"723","Mfran_g3673 ",0.553531,"weakly"
"724","Mfran_g3674 ",0.350713,"heavily"
"725","Mfran_g3676 ",0.340345,"heavily"
"726","Mfran_g3678 ",0.730046,"weakly"
"727","Mfran_g3679 ",0.44441,"heavily"
"728","Mfran_g3680.2 ",0.334449,"heavily"
"729","Mfran_g3682 ",0.505229,"heavily"
"730","Mfran_g3684 ",0.431744,"heavily"
"731","Mfran_g3686 ",0.503802,"heavily"
"732","Mfran_g3689 ",0.513121,"heavily"
"733","Mfran_g3690 ",0.914154,"weakly"
"734","Mfran_g3691 ",0.649538,"weakly"
"735","Mfran_g3692 ",0.300449,"heavily"
"736","Mfran_g3695 ",0.264835,"heavily"
"737","Mfran_g3696 ",0.346475,"heavily"
"738","Mfran_g3698 ",0.435773,"heavily"
"739","Mfran_g3699 ",0.368488,"heavily"
"740","Mfran_g3701 ",0.520129,"heavily"
"741","Mfran_g3702 ",0.386779,"heavily"
"742","Mfran_g3704.1 ",0.323302,"heavily"
"743","Mfran_g3705 ",0.255558,"heavily"
"744","Mfran_g3706.1 ",0.271257,"heavily"
"745","Mfran_g3707 ",0.41667,"heavily"
"746","Mfran_g3708 ",0.493125,"heavily"
"747","Mfran_g3711 ",0.843887,"weakly"
"748","Mfran_g3712 ",0.408594,"heavily"
"749","Mfran_g3713 ",0.825046,"weakly"
"750","Mfran_g3714 ",0.883825,"weakly"
"751","Mfran_g3716 ",0.714979,"weakly"
"752","Mfran_g3717 ",0.924947,"weakly"
"753","Mfran_g3719 ",0.502625,"heavily"
"754","Mfran_g3720 ",0.31402,"heavily"
"755","Mfran_g3722 ",0.320697,"heavily"
"756","Mfran_g3724 ",0.696829,"weakly"
"757","Mfran_g3725 ",0.822866,"weakly"
"758","Mfran_g3728 ",0.523397,"heavily"
"759","Mfran_g3729.1 ",0.45173,"heavily"
"760","Mfran_g3730 ",0.460992,"heavily"
"761","Mfran_g3732.3 ",0.392007,"heavily"
"762","Mfran_g3735 ",0.606539,"weakly"
"763","Mfran_g3736 ",0.947263,"weakly"
"764","Mfran_g3739.1 ",0.37522,"heavily"
"765","Mfran_g3743 ",0.202788,"heavily"
"766","Mfran_g3744 ",0.888676,"weakly"
"767","Mfran_g3745 ",0.475162,"heavily"
"768","Mfran_g3747.1 ",0.860179,"weakly"
"769","Mfran_g3748 ",1.22548,"weakly"
"770","Mfran_g3750 ",0.226739,"heavily"
"771","Mfran_g3751 ",0.672356,"weakly"
"772","Mfran_g3752 ",0.800611,"weakly"
"773","Mfran_g3753 ",0.962055,"weakly"
"774","Mfran_g3754 ",0.40473,"heavily"
"775","Mfran_g3755 ",0.459969,"heavily"
"776","Mfran_g3756 ",0.31945,"heavily"
"777","Mfran_g3757 ",0.235342,"heavily"
"778","Mfran_g3758 ",0.422121,"heavily"
"779","Mfran_g3759c ",0.343145,"heavily"
"780","Mfran_g3763 ",0.409453,"heavily"
"781","Mfran_g3764 ",0.334882,"heavily"
"782","Mfran_g3766 ",0.578939,"weakly"
"783","Mfran_g3767 ",0.426582,"heavily"
"784","Mfran_g3768 ",0.675511,"weakly"
"785","Mfran_g3769 ",0.640449,"weakly"
"786","Mfran_g3771 ",0.654425,"weakly"
"787","Mfran_g3774 ",0.813082,"weakly"
"788","Mfran_g3775 ",0.663444,"weakly"
"789","Mfran_g3776.1 ",0.305369,"heavily"
"790","Mfran_g3777 ",0.46767,"heavily"
"791","Mfran_g3778.2 ",0.559346,"weakly"
"792","Mfran_g3779.1 ",0.570526,"weakly"
"793","Mfran_g3780 ",0.338921,"heavily"
"794","Mfran_g3786 ",0.300434,"heavily"
"795","Mfran_g3788 ",0.765835,"weakly"
"796","Mfran_g3789 ",0.741689,"weakly"
"797","Mfran_g3790.2 ",0.801376,"weakly"
"798","Mfran_g3791 ",0.608379,"weakly"
"799","Mfran_g3792 ",0.921905,"weakly"
"800","Mfran_g3793 ",1.12864,"weakly"
"801","Mfran_g3794.1 ",0.343525,"heavily"
"802","Mfran_g3795 ",0.216007,"heavily"
"803","Mfran_g3802 ",0.31774,"heavily"
"804","Mfran_g3803 ",0.459147,"heavily"
"805","Mfran_g3804 ",0.326483,"heavily"
"806","Mfran_g3806 ",0.4379,"heavily"
"807","Mfran_g3807 ",0.798949,"weakly"
"808","Mfran_g3808 ",0.694615,"weakly"
"809","Mfran_g3809 ",1.0826,"weakly"
"810","Mfran_g3810 ",0.776327,"weakly"
"811","Mfran_g3811 ",0.817756,"weakly"
"812","Mfran_g3812 ",0.654642,"weakly"
"813","Mfran_g3813 ",1.07465,"weakly"
"814","Mfran_g3814 ",1.07591,"weakly"
"815","Mfran_g3815 ",0.367553,"heavily"
"816","Mfran_g3816 ",0.716441,"weakly"
"817","Mfran_g3817 ",0.917582,"weakly"
"818","Mfran_g3818 ",0.248563,"heavily"
"819","Mfran_g3820 ",0.482121,"heavily"
"820","Mfran_g3822 ",0.448984,"heavily"
"821","Mfran_g3824 ",0.324517,"heavily"
"822","Mfran_g3826 ",0.315964,"heavily"
"823","Mfran_g3827 ",0.685748,"weakly"
"824","Mfran_g3828 ",0.857217,"weakly"
"825","Mfran_g3829 ",0.857217,"weakly"
"826","Mfran_g3834 ",0.397536,"heavily"
"827","Mfran_g3835 ",0.374014,"heavily"
"828","Mfran_g3836 ",0.887739,"weakly"
"829","Mfran_g3837 ",0.978874,"weakly"
"830","Mfran_g3838 ",1.0318,"weakly"
"831","Mfran_g3839 ",0.855833,"weakly"
"832","Mfran_g3840 ",0.325283,"heavily"
"833","Mfran_g3841 ",0.35183,"heavily"
"834","Mfran_g3842 ",0.570965,"weakly"
"835","Mfran_g3844 ",0.572938,"weakly"
"836","Mfran_g3847 ",0.265065,"heavily"
"837","Mfran_g3848 ",0.494543,"heavily"
"838","Mfran_g3849 ",0.363637,"heavily"
"839","Mfran_g3850 ",0.22548,"heavily"
"840","Mfran_g3851 ",0.353921,"heavily"
"841","Mfran_g3852 ",0.648818,"weakly"
"842","Mfran_g3853 ",0.59588,"weakly"
"843","Mfran_g3854 ",0.460859,"heavily"
"844","Mfran_g3858 ",0.668677,"weakly"
"845","Mfran_g3859 ",0.394137,"heavily"
"846","Mfran_g3863 ",0.502874,"heavily"
"847","Mfran_g3864 ",0.568736,"weakly"
"848","Mfran_g3865 ",0.485777,"heavily"
"849","Mfran_g3870.1 ",0.609345,"weakly"
"850","Mfran_g3871 ",0.369846,"heavily"
"851","Mfran_g3872 ",0.185255,"heavily"
"852","Mfran_g3873 ",0.366525,"heavily"
"853","Mfran_g3874.1 ",0.471738,"heavily"
"854","Mfran_g3875.2 ",0.635011,"weakly"
"855","Mfran_g3877 ",0.557398,"weakly"
"856","Mfran_g3878 ",0.303686,"heavily"
"857","Mfran_g3879 ",0.229699,"heavily"
"858","Mfran_g3880 ",0.990366,"weakly"
"859","Mfran_g3881 ",0.600813,"weakly"
"860","Mfran_g3883 ",0.354436,"heavily"
"861","Mfran_g3885 ",0.274015,"heavily"
"862","Mfran_g3888 ",0.822874,"weakly"
"863","Mfran_g3890 ",0.981525,"weakly"
"864","Mfran_g3893 ",0.913226,"weakly"
"865","Mfran_g3895 ",0.751684,"weakly"
"866","Mfran_g3897 ",0.854946,"weakly"
"867","Mfran_g3899 ",0.30259,"heavily"
"868","Mfran_g3900.1 ",0.359209,"heavily"
"869","Mfran_g3901 ",0.383204,"heavily"
"870","Mfran_g3904 ",0.360371,"heavily"
"871","Mfran_g3906 ",0.736023,"weakly"
"872","Mfran_g3907 ",0.316198,"heavily"
"873","Mfran_g3908 ",0.319869,"heavily"
"874","Mfran_g3909 ",0.335535,"heavily"
"875","Mfran_g3910 ",0.322853,"heavily"
"876","Mfran_g3911 ",0.835487,"weakly"
"877","Mfran_g3912 ",0.592717,"weakly"
"878","Mfran_g3913 ",0.655029,"weakly"
"879","Mfran_g3915 ",0.421918,"heavily"
"880","Mfran_g3916 ",0.439712,"heavily"
"881","Mfran_g3919 ",0.545044,"heavily"
"882","Mfran_g3920 ",0.336525,"heavily"
"883","Mfran_g3921 ",0.436695,"heavily"
"884","Mfran_g3927 ",0.320954,"heavily"
"885","Mfran_g3928 ",0.172813,"heavily"
"886","Mfran_g3929 ",0.465552,"heavily"
"887","Mfran_g3931 ",0.319193,"heavily"
"888","Mfran_g3932 ",0.567718,"weakly"
"889","Mfran_g3934 ",0.511218,"heavily"
"890","Mfran_g3935 ",0.396225,"heavily"
"891","Mfran_g3938 ",0.360383,"heavily"
"892","Mfran_g3939.2 ",0.417317,"heavily"
"893","Mfran_g3940 ",0.363647,"heavily"
"894","Mfran_g3941 ",0.404908,"heavily"
"895","Mfran_g3942 ",0.30369,"heavily"
"896","Mfran_g3943 ",0.449509,"heavily"
"897","Mfran_g3944 ",0.467907,"heavily"
"898","Mfran_g3948 ",0.759168,"weakly"
"899","Mfran_g3949 ",0.420344,"heavily"
"900","Mfran_g3950 ",0.122908,"heavily"
"901","Mfran_g3951 ",0.295884,"heavily"
"902","Mfran_g3952 ",0.977819,"weakly"
"903","Mfran_g3953 ",0.911694,"weakly"
"904","Mfran_g3955 ",0.538428,"heavily"
"905","Mfran_g3956 ",0.690313,"weakly"
"906","Mfran_g3957 ",0.687803,"weakly"
"907","Mfran_g3958.1 ",0.73209,"weakly"
"908","Mfran_g3959 ",0.72279,"weakly"
"909","Mfran_g3960 ",0.893821,"weakly"
"910","Mfran_g3962 ",0.738741,"weakly"
"911","Mfran_g3964 ",0.439206,"heavily"
"912","Mfran_g3966 ",0.678164,"weakly"
"913","Mfran_g3967 ",0.482377,"heavily"
"914","Mfran_g3968 ",0.419343,"heavily"
"915","Mfran_g3970 ",0.64343,"weakly"
"916","Mfran_g3971 ",0.72433,"weakly"
"917","Mfran_g3972 ",0.690955,"weakly"
"918","Mfran_g3973 ",0.719068,"weakly"
"919","Mfran_g3974 ",0.673582,"weakly"
"920","Mfran_g3975 ",0.745055,"weakly"
"921","Mfran_g3976 ",0.689029,"weakly"
"922","Mfran_g3979 ",0.632046,"weakly"
"923","Mfran_g3980 ",0.338878,"heavily"
"924","Mfran_g3982 ",0.976599,"weakly"
"925","Mfran_g3983 ",0.484889,"heavily"
"926","Mfran_g3984 ",0.509882,"heavily"
"927","Mfran_g3986 ",0.4962,"heavily"
"928","Mfran_g3987 ",0.650972,"weakly"
"929","Mfran_g3988 ",0.859958,"weakly"
"930","Mfran_g3990 ",0.91157,"weakly"
"931","Mfran_g3991 ",0.183121,"heavily"
"932","Mfran_g3992 ",0.341751,"heavily"
"933","Mfran_g3993 ",0.256284,"heavily"
"934","Mfran_g3994 ",0.382808,"heavily"
"935","Mfran_g3995 ",0.371632,"heavily"
"936","Mfran_g3996 ",0.356517,"heavily"
"937","Mfran_g3997 ",0.395853,"heavily"
"938","Mfran_g3999 ",0.92206,"weakly"
"939","Mfran_g4000 ",0.592742,"weakly"
"940","Mfran_g4001 ",0.287938,"heavily"
"941","Mfran_g4002 ",0.317232,"heavily"
"942","Mfran_g4003 ",0.488773,"heavily"
"943","Mfran_g4004 ",0.341002,"heavily"
"944","Mfran_g4006 ",0.242144,"heavily"
"945","Mfran_g4007 ",0.371373,"heavily"
"946","Mfran_g4009.1 ",0.539477,"heavily"
"947","Mfran_g4010 ",0.295493,"heavily"
"948","Mfran_g4011 ",0.556764,"weakly"
"949","Mfran_g4013 ",0.574199,"weakly"
"950","Mfran_g4014 ",0.431824,"heavily"
"951","Mfran_g4015 ",0.773928,"weakly"
"952","Mfran_g4016 ",0.947245,"weakly"
"953","Mfran_g4017 ",0.574614,"weakly"
"954","Mfran_g4019 ",0.622359,"weakly"
"955","Mfran_g4022.1 ",0.28123,"heavily"
"956","Mfran_g4023 ",0.551415,"weakly"
"957","Mfran_g4024 ",0.788025,"weakly"
"958","Mfran_g4025 ",0.973183,"weakly"
"959","Mfran_g4026 ",0.843375,"weakly"
"960","Mfran_g4027 ",0.910837,"weakly"
"961","Mfran_g4028 ",0.868178,"weakly"
"962","Mfran_g4030 ",0.390612,"heavily"
"963","Mfran_g4031 ",0.525489,"heavily"
"964","Mfran_g4032.1 ",0.479105,"heavily"
"965","Mfran_g4033.1 ",0.672237,"weakly"
"966","Mfran_g4034 ",0.691222,"weakly"
"967","Mfran_g4035 ",0.637082,"weakly"
"968","Mfran_g4036 ",0.71704,"weakly"
"969","Mfran_g4037 ",0.203479,"heavily"
"970","Mfran_g4038 ",0.369466,"heavily"
"971","Mfran_g4040 ",0.708596,"weakly"
"972","Mfran_g4042 ",0.778167,"weakly"
"973","Mfran_g4045 ",0.908725,"weakly"
"974","Mfran_g4046 ",0.66897,"weakly"
"975","Mfran_g4048 ",0.6188,"weakly"
"976","Mfran_g4049 ",0.594027,"weakly"
"977","Mfran_g4050.1 ",0.638313,"weakly"
"978","Mfran_g4051 ",0.814151,"weakly"
"979","Mfran_g4053 ",0.790277,"weakly"
"980","Mfran_g4054 ",0.786862,"weakly"
"981","Mfran_g4055 ",0.722082,"weakly"
"982","Mfran_g4057 ",0.789401,"weakly"
"983","Mfran_g4058 ",0.669331,"weakly"
"984","Mfran_g4059 ",0.989588,"weakly"
"985","Mfran_g4060 ",0.492483,"heavily"
"986","Mfran_g4061 ",0.368945,"heavily"
"987","Mfran_g4063 ",0.773495,"weakly"
"988","Mfran_g4065 ",0.718727,"weakly"
"989","Mfran_g4066 ",0.473343,"heavily"
"990","Mfran_g4070 ",0.396812,"heavily"
"991","Mfran_g4071 ",0.588367,"weakly"
"992","Mfran_g4072 ",0.235616,"heavily"
"993","Mfran_g4081.1 ",0.218377,"heavily"
"994","Mfran_g4084 ",0.449329,"heavily"
"995","Mfran_g4085 ",0.41086,"heavily"
"996","Mfran_g4086 ",0.605493,"weakly"
"997","Mfran_g4087 ",0.751689,"weakly"
"998","Mfran_g4088 ",0.498612,"heavily"
"999","Mfran_g4089 ",0.378616,"heavily"
"1000","Mfran_g4093 ",0.612534,"weakly"
"1001","Mfran_g4095 ",0.288095,"heavily"
"1002","Mfran_g4099 ",0.555361,"weakly"
"1003","Mfran_g4100 ",0.368846,"heavily"
"1004","Mfran_g4101 ",0.915582,"weakly"
"1005","Mfran_g4102 ",0.48211,"heavily"
"1006","Mfran_g4103 ",0.0644742,"heavily"
"1007","Mfran_g4104 ",0.47713,"heavily"
"1008","Mfran_g4106 ",0.208411,"heavily"
"1009","Mfran_g4109 ",0.324862,"heavily"
"1010","Mfran_g4110 ",0.695254,"weakly"
"1011","Mfran_g4111 ",0.450968,"heavily"
"1012","Mfran_g4112 ",0.493409,"heavily"
"1013","Mfran_g4113 ",0.558737,"weakly"
"1014","Mfran_g4115 ",0.588045,"weakly"
"1015","Mfran_g4116 ",0.232435,"heavily"
"1016","Mfran_g4117.1 ",0.262356,"heavily"
"1017","Mfran_g4119 ",0.446265,"heavily"
"1018","Mfran_g4120 ",0.11051,"heavily"
"1019","Mfran_g4122 ",0.403495,"heavily"
"1020","Mfran_g4126 ",0.460351,"heavily"
"1021","Mfran_g4127 ",0.374031,"heavily"
"1022","Mfran_g4129 ",0.308329,"heavily"
"1023","Mfran_g4130 ",0.299294,"heavily"
"1024","Mfran_g4132 ",1.16136,"weakly"
"1025","Mfran_g4133 ",1.15703,"weakly"
"1026","Mfran_g4134 ",1.14927,"weakly"
"1027","Mfran_g4141 ",0.303545,"heavily"
"1028","Mfran_g4143 ",0.359318,"heavily"
"1029","Mfran_g4154 ",0.350067,"heavily"
"1030","Mfran_g4156.1 ",0.370821,"heavily"
"1031","Mfran_g4159 ",0.186136,"heavily"
"1032","Mfran_g4164 ",1.13055,"weakly"
"1033","Mfran_g4168 ",0.328541,"heavily"
"1034","Mfran_g4169 ",0.628954,"weakly"
"1035","Mfran_g4170 ",0.280094,"heavily"
"1036","Mfran_g4172 ",0.425263,"heavily"
"1037","Mfran_g4173 ",0.598436,"weakly"
"1038","Mfran_g4175 ",0.467628,"heavily"
"1039","Mfran_g4176 ",0.394223,"heavily"
"1040","Mfran_g4177.1 ",0.60869,"weakly"
"1041","Mfran_g4179 ",0.438068,"heavily"
"1042","Mfran_g4181 ",0.418119,"heavily"
"1043","Mfran_g4183 ",0.708812,"weakly"
"1044","Mfran_g4186 ",0.568145,"weakly"
"1045","Mfran_g4187 ",0.693488,"weakly"
"1046","Mfran_g4190 ",0.484184,"heavily"
"1047","Mfran_g4191.1 ",0.675676,"weakly"
"1048","Mfran_g4193 ",0.421736,"heavily"
"1049","Mfran_g4195 ",0.831671,"weakly"
"1050","Mfran_g4196 ",0.915295,"weakly"
"1051","Mfran_g4197 ",0.487827,"heavily"
"1052","Mfran_g4199.1 ",0.303212,"heavily"
"1053","Mfran_g4200.1 ",0.358392,"heavily"
"1054","Mfran_g4201 ",0.729868,"weakly"
"1055","Mfran_g4202 ",0.402213,"heavily"
"1056","Mfran_g4203 ",0.268251,"heavily"
"1057","Mfran_g4204 ",0.694923,"weakly"
"1058","Mfran_g4206 ",0.462293,"heavily"
"1059","Mfran_g4208 ",0.992983,"weakly"
"1060","Mfran_g4209 ",0.331057,"heavily"
"1061","Mfran_g4211 ",0.706976,"weakly"
"1062","Mfran_g4213 ",0.813707,"weakly"
"1063","Mfran_g4215 ",0.849293,"weakly"
"1064","Mfran_g4216 ",0.302421,"heavily"
"1065","Mfran_g4219 ",0.762896,"weakly"
"1066","Mfran_g4220 ",0.678088,"weakly"
"1067","Mfran_g4221 ",0.794218,"weakly"
"1068","Mfran_g4223.1 ",0.558504,"weakly"
"1069","Mfran_g4224 ",0.592708,"weakly"
"1070","Mfran_g4225 ",0.64072,"weakly"
"1071","Mfran_g4226 ",0.472298,"heavily"
"1072","Mfran_g4228 ",0.209225,"heavily"
"1073","Mfran_g4230.1 ",0.349987,"heavily"
"1074","Mfran_g4231.1 ",0.421992,"heavily"
"1075","Mfran_g4233 ",0.360432,"heavily"
"1076","Mfran_g4234 ",0.83763,"weakly"
"1077","Mfran_g4236 ",0.523317,"heavily"
"1078","Mfran_g4241 ",0.940265,"weakly"
"1079","Mfran_g4242 ",0.671289,"weakly"
"1080","Mfran_g4244 ",0.857859,"weakly"
"1081","Mfran_g4252 ",0.629831,"weakly"
"1082","Mfran_g4254 ",0.392892,"heavily"
"1083","Mfran_g4255 ",0.725368,"weakly"
"1084","Mfran_g4256 ",0.547808,"heavily"
"1085","Mfran_g4258.1 ",0.31987,"heavily"
"1086","Mfran_g4259 ",0.285504,"heavily"
"1087","Mfran_g4260 ",0.265129,"heavily"
"1088","Mfran_g4261 ",0.322114,"heavily"
"1089","Mfran_g4262 ",0.448635,"heavily"
"1090","Mfran_g4264 ",0.345402,"heavily"
"1091","Mfran_g4265 ",0.441568,"heavily"
"1092","Mfran_g4266 ",0.739236,"weakly"
"1093","Mfran_g4267.1 ",0.789804,"weakly"
"1094","Mfran_g4269 ",0.506444,"heavily"
"1095","Mfran_g4270 ",0.419256,"heavily"
"1096","Mfran_g4271 ",0.191536,"heavily"
"1097","Mfran_g4272 ",0.538802,"heavily"
"1098","Mfran_g4273 ",0.137692,"heavily"
"1099","Mfran_g4278 ",0.464305,"heavily"
"1100","Mfran_g4280 ",0.351183,"heavily"
"1101","Mfran_g4281 ",0.264736,"heavily"
"1102","Mfran_g4283 ",0.508794,"heavily"
"1103","Mfran_g4284 ",0.371574,"heavily"
